GEO.id,GEO.id2,GEO.display-label,GEO.annotation.id,NAICS.id,NAICS.display-label,NAICS.annotation.id,YEAR.id,ESTAB,ESTAB_S,EMP,EMP_S,PAYANN,PAYANN_S,BENEFIT,BENEFIT_S,BENLGL,BENVOL,EMPSMCD,EMPSMCD_S,EMPQ1CW,EMPQ2CW,EMPQ3CW,EMPQ4CW,EMPSMOD,EMPSMOD_S,EMPQ1OC,EMPQ2OC,EMPQ3OC,EMPQ4OC,PAYANOC,PAYANOC_S,HOURS,HOURS_S,PAYANCW,PAYANCW_S,PAYQTR1,PAYQTR1_S,CSTCMT,CSTMPRT,CSTMPRT_S,CSTSCNT,CSTSCNT_S,CSTEFT,CSTEFT_S,CSTFUGT,CSTFUNG,CSTFUON,CSTFUOF,CSTFUOT,CSTELEC,CSTELEC_S,RCPTOT,RCPTOT_S,RCPCWRK,RCPCWRK_S,RCPCGDL,FEDDL,SLDL,PRIDL,RCPOTH,RCPOTH_S,RCPCCNDL,RCPNCW,RCPNCW_S,VALADD,VALADD_S,INVMATB,INVMATB_S,INVMATE,INVMATE_S,ESTCIN,ESTCIN_S,RCPCIN,RCPCIN_S,ESTCNO,ESTCNO_S,RCPCNO,RCPCNO_S,ESTCNR,ESTCNR_S,RCPCNR,RCPCNR_S,ASTBGN,CEXTOT,CEXTOT_S,ASRET,ASTEND,ASTEND_S,DPRTOT,RPTOT,RPBLD,RPBLD_S,RPMCH,RPMCH_S,PCHTT,PCHTT_S,PCHTEMP,PCHCMPQ,PCHEXSO,PCHDAPR,PCHCSVC,PCHRPR,PCHRFUS,PCHADVT,PCHPRTE,PCHTAX,PCHOEXP
0400000US16,16,Idaho,,237120,Oil and gas pipeline and related structures construction,,2012,16,43.1,121,24.1,,,944,14.0,698,246,,,,95,121,121,,,,,,,861,20.5,209,19.5,,,,,,,,,,,,,21,,,36,,,,,,,0,0,0,,,,6126,,,,,,,,,7,76.6,,,10,50.7,,,0,,0,,,,,,,,1089,,,,,,,,,,,0,,,,18,,,
0400000US16,16,Idaho,,237130,Power and communication line and related structures construction,,2012,37,29.2,662,7.4,39186,5.1,10446,5.6,6088,4358,547,7.1,536,581,560,510,115,14.1,129,127,112,93,6697,13.7,1097,5.4,32488,3.9,7026,9.9,,26682,4.7,16051,2.9,,,,24,2627,,,,,,,463019,1.9,35059,,,427961,,,,446969,1.9,416898,1.7,179,15.5,398,6.8,4,15.6,,,32,34.2,,,1,0.0,,,48914,6772,0.2,1839,53847,7.5,6531,4510,1231,16.0,3279,12.4,30867,1.8,4,,12,6,257,,,,,4091,3674
0400000US16,16,Idaho,,237210,Land subdivision,,2012,18,48.1,62,37.6,,,276,29.3,231,44,,,,62,55,42,,,,,,,453,47.3,111,38.9,,,,,,,,,,403,43.3,326,0,202,124,,,,,,,,,0,,,49,52.8,,,,,,,,,,1,0.0,,,17,50.6,,,0,,0,,,,,,,,251,,,,,,,,0,0,0,2,,0,,0,,,
0400000US16,16,Idaho,,237310,"Highway, street, and bridge construction",,2012,76,22.6,1345,3.3,68560,2.0,22297,1.1,9972,12325,1101,3.0,785,1355,1441,825,244,5.7,228,247,261,237,12218,3.1,2055,2.4,56342,2.0,9796,2.5,299559,177677,1.6,91155,1.4,30727,1.5,21927,4914,14083,7844,3048,838,4.0,513456,1.5,508098,1.5,417446,54458,362988,90652,5359,0.0,105758,416943,1.6,213897,1.8,8995,16.9,10159,15.5,17,21.0,319740,1.1,59,28.4,188358,3.6,0,,0,,226818,13109,1.3,11039,228888,1.9,29348,28691,4418,1.1,24272,0.4,21551,3.0,559,,313,314,940,3313,310,,1831,2532,8337
0400000US16,16,Idaho,,237990,Other heavy and civil engineering construction,,2012,11,34.3,545,4.4,40246,2.2,14669,1.0,7479,7190,405,5.9,298,389,484,447,141,0.8,125,131,147,160,11199,0.3,896,3.1,29047,3.0,6719,0.4,,33599,1.4,7481,8.2,,,,25,,,0,,,,,135754,2.5,0,0,0,135754,,,,128274,2.2,108399,2.2,2414,8.0,2414,8.0,3,48.8,,,5,70.5,,,3,0.0,,,45451,805,4.1,0,46256,2.2,2845,1969,190,63.8,1779,13.6,2862,10.4,,,,0,,,,48,778,,
0400000US16,16,Idaho,,238110,Poured concrete foundation and structure contractors,,2012,227,18.0,1439,9.6,38754,7.0,9398,5.4,6608,2790,1281,9.1,972,1345,1541,1265,158,17.6,138,161,183,149,2696,9.2,2319,7.1,36058,7.1,5716,5.9,102016,92083,6.6,4681,14.8,5253,12.2,4775,74,4066,709,102,301,15.0,179997,7.6,179997,7.6,13544,4353,9191,166453,0,,90822,175317,7.6,77981,9.4,4579,82.1,4637,81.0,19,48.6,,,207,19.2,115859,10.1,1,0.0,,,44886,5251,28.4,1058,49078,10.7,12570,1446,687,17.1,759,19.4,14938,8.9,1039,350,40,20,807,907,179,335,3300,1060,6901
0400000US16,16,Idaho,,238120,Structural steel and precast concrete contractors,,2012,20,6.9,277,6.0,11498,4.7,3661,3.9,2507,1155,236,5.8,203,224,276,242,40,7.7,38,42,40,41,2198,6.3,402,5.9,9300,4.6,2221,6.0,13345,7463,7.2,4857,2.9,1024,10.5,778,47,462,316,13,186,2.3,,,42491,4.3,6788,4180,2607,35703,,,23586,37634,4.6,,,,,,,1,0.0,,,19,7.5,,,0,,0,,8800,489,0.0,118,9171,3.4,2324,2002,636,5.0,1365,11.1,3461,1.9,,,,,,,,,,,
0400000US16,16,Idaho,,238130,Framing contractors,,2012,215,20.1,1037,14.5,21537,9.1,4631,11.0,3779,851,927,14.8,718,902,972,1113,111,31.9,77,138,115,113,2709,26.9,1516,22.5,18828,9.1,4228,8.7,42500,28351,7.0,12404,54.5,1745,21.1,1338,61,1175,163,26,320,50.2,,,79544,15.2,9171,5121,4050,70373,,,57794,67140,10.1,,,1189,37.3,831,45.0,47,50.3,16322,65.9,168,21.6,63223,8.9,0,,0,,13282,245,17.1,117,13410,11.9,1879,1203,629,59.2,575,24.0,6286,21.4,113,320,60,,302,280,20,,439,2511,2164
0400000US16,16,Idaho,,238140,Masonry contractors,,2012,116,28.2,636,15.1,15357,10.0,3596,8.6,2074,1523,598,15.7,524,608,600,660,38,15.4,37,35,38,41,1285,7.5,987,19.4,14072,10.9,3154,8.4,,18691,10.2,1478,24.4,,,1268,,1208,60,,121,23.4,,,48622,9.6,3107,858,2249,45515,,,36854,47143,9.4,27227,9.0,,,,,10,49.0,5790,25.6,106,30.5,42831,10.3,0,,0,,15707,251,4.4,54,15904,19.8,7745,551,271,15.3,281,14.4,3200,17.3,11,103,,18,237,486,73,,256,881,1087
0400000US16,16,Idaho,,238150,Glass and glazing contractors,,2012,19,0.0,187,0.0,7024,0.0,1993,0.0,1027,966,109,0.0,114,111,105,104,78,0.0,75,81,78,78,2832,0.0,213,0.0,4192,0.0,1680,0.0,,12603,0.0,233,0.0,,,,,413,,,,,,,25374,0.0,8244,1243,7000,17130,,,19226,25141,0.0,,,970,0.0,848,0.0,12,0.0,17626,0.0,7,0.0,7748,0.0,0,,0,,,,,11,6032,0.0,1330,483,313,0.0,170,0.0,1514,0.0,,,44,42,,,37,215,,325,
0400000US16,16,Idaho,,238160,Roofing contractors,,2012,115,23.0,1026,25.0,22951,14.9,5659,15.1,4220,1439,833,25.4,617,854,912,948,193,26.0,177,207,206,182,5892,18.2,1247,18.4,17059,14.8,3432,7.2,52417,45431,15.4,3318,33.2,3668,15.1,3437,,3401,37,,165,17.6,105605,15.5,105068,15.5,11382,,,93686,537,43.9,35239,101751,15.2,53188,15.2,2524,5.4,3461,2.8,38,41.0,34977,10.6,77,27.7,70091,22.7,0,,0,,16586,741,8.8,167,17160,17.3,3541,1412,740,21.9,672,17.6,9237,13.1,117,311,31,51,428,468,152,906,585,1339,4848
0400000US16,16,Idaho,,238170,Siding contractors,,2012,91,28.7,481,13.2,9790,11.6,1780,10.3,1419,361,384,15.5,350,353,435,397,97,15.4,98,94,96,101,2536,11.4,594,13.7,7254,14.0,2045,12.2,23808,19351,13.0,3668,22.6,790,15.4,673,4,,,,,,46100,13.1,45289,13.2,134,,,45155,811,13.1,21455,41622,13.0,22292,14.5,1285,5.5,770,8.3,29,55.7,15836,18.4,61,33.7,,,1,0.0,,,9547,681,29.0,343,9885,32.4,1983,875,664,20.7,211,33.6,4137,18.4,250,,,5,284,,,456,150,584,2093
0400000US16,16,Idaho,,238190,"Other foundation, structure, and building exterior contractors",,2012,37,31.1,293,9.2,9609,6.9,2308,7.6,1510,798,173,10.2,167,175,180,172,119,14.1,130,124,138,86,3615,8.9,347,9.9,5994,8.8,2289,6.2,11066,8920,9.6,1381,16.4,765,8.5,574,70,549,25,,,,34708,8.5,31705,8.8,2781,,,28924,3002,17.3,18902,30324,8.6,23642,8.1,1255,2.7,1382,2.6,8,41.8,16619,6.1,29,38.4,15087,17.2,0,,0,,11871,180,0.0,,,,1791,644,281,13.2,363,1.8,5260,5.5,,32,,,192,,84,108,483,298,3869
0400000US16,16,Idaho,,238210,Electrical contractors and other wiring installation contractors,,2012,502,13.6,3367,6.6,122456,4.1,33280,5.0,15910,17370,2596,6.5,2402,2615,2691,2677,771,9.1,749,734,805,796,27128,6.1,6773,30.6,95328,4.0,26504,3.8,201138,175152,5.9,17650,5.2,8336,7.8,7425,97,7229,196,72,742,9.0,448189,4.5,445490,4.5,98549,28611,69937,346941,2699,27.5,216139,427839,4.6,247051,4.3,9173,5.2,8174,6.7,179,18.5,258192,4.1,294,19.0,183104,9.1,29,73.8,4194,73.8,68310,8017,35.3,2075,74252,8.2,21291,5792,4334,11.6,1458,9.3,39993,4.5,448,4311,290,297,2147,2041,457,1686,1979,2405,23932
0400000US16,16,Idaho,,238220,"Plumbing, heating, and air-conditioning contractors",,2012,623,12.3,4479,4.0,164323,2.8,45518,2.1,25985,19533,3122,4.2,2927,3219,3143,3200,1357,5.7,1345,1394,1341,1346,53116,3.3,5615,4.2,111207,3.2,37836,2.9,304183,250678,4.2,37093,2.8,16412,8.0,12828,1781,11912,916,142,1660,9.2,625693,3.6,621585,3.6,67203,26431,40772,554382,4108,20.7,281767,584492,3.7,321510,3.5,14497,4.1,15471,3.8,218,13.7,367570,3.8,402,17.5,,,3,0.0,,,86308,7436,15.6,5345,88398,6.7,23442,14965,10556,27.1,4409,31.6,48493,8.2,1427,584,566,422,3333,4035,826,6370,4033,4308,22589
0400000US16,16,Idaho,,238290,Other building equipment contractors,,2012,62,28.8,353,19.9,12126,10.8,3989,11.7,1827,2162,268,21.1,277,289,238,269,85,24.1,92,85,85,78,3923,15.8,389,14.9,8203,10.1,2799,11.6,,7657,18.0,969,24.0,,,,,,,,,,,,47255,10.8,3197,351,2846,44058,,,,46286,10.6,42968,8.5,515,20.7,542,22.9,22,50.6,25202,12.9,39,35.9,,,1,0.0,,,7795,1324,6.0,,,,1820,1216,816,27.3,400,2.9,3736,29.3,,68,,24,247,179,55,1225,,176,1563
0400000US16,16,Idaho,,238310,Drywall and insulation contractors,,2012,186,22.0,1308,8.8,39918,5.6,9595,7.4,6442,3153,1033,9.1,989,1024,1091,1028,275,13.3,289,265,280,266,9527,8.6,1576,7.4,30391,5.4,9224,5.1,73540,53407,6.7,18020,7.8,2113,13.1,1854,42,1844,10,4,214,14.8,135886,6.6,133747,6.3,19900,7431,12469,113847,2139,62.9,99137,115727,6.6,62346,7.6,2132,5.8,4043,5.9,73,32.4,94220,6.6,100,31.0,,,13,96.0,,,24164,1027,21.1,946,24246,14.2,4811,2560,1606,9.1,954,9.3,8055,10.3,199,181,46,88,642,341,306,363,793,949,4149
0400000US16,16,Idaho,,238320,Painting and wall covering contractors,,2012,266,18.8,1141,12.3,22921,9.4,4054,10.0,3361,693,975,12.9,709,892,1143,1157,166,19.3,179,168,153,165,4815,13.6,1577,13.2,18106,10.4,4110,12.5,19428,16077,14.5,1049,38.2,2302,17.5,1948,73,1834,114,27,254,23.5,65983,12.1,65623,12.1,2709,849,1860,62914,361,52.6,40933,64574,12.1,46555,11.4,1617,19.6,1542,20.5,86,32.9,25461,11.3,180,22.9,40162,18.5,0,,0,,16744,1524,39.7,748,17520,16.4,5864,2115,1839,38.6,276,21.6,7718,29.4,,92,,118,549,532,179,432,307,4394,1064
0400000US16,16,Idaho,,238330,Flooring contractors,,2012,100,21.5,257,13.3,5966,11.8,1190,22.8,,,188,15.6,159,188,206,198,69,24.7,68,70,69,70,1967,21.8,233,13.5,3998,13.7,1252,11.3,17616,13017,18.1,3608,28.5,992,21.8,787,75,787,0,0,130,33.0,31765,15.4,31765,15.4,3085,135,2950,28680,0,,9440,28158,15.0,14149,15.8,365,34.7,365,42.6,16,40.4,12098,30.1,75,25.1,18790,16.9,8,93.8,878,93.8,3809,292,43.6,39,4062,16.9,807,288,284,11.1,4,71.4,1500,22.0,136,57,,,148,,43,,210,280,
0400000US16,16,Idaho,,238340,Tile and terrazzo contractors,,2012,68,24.1,314,16.7,10191,13.3,2457,33.9,2049,409,240,18.5,186,240,253,282,74,14.9,61,70,68,94,3408,17.5,373,18.0,6783,16.4,1813,8.3,21711,14856,24.2,6193,32.6,663,16.7,,55,397,,,139,12.3,41458,18.1,39696,17.3,1935,,,37762,1761,93.2,25273,33504,15.2,19746,12.5,534,21.3,1456,49.5,30,35.9,25049,26.5,39,32.7,14647,11.4,0,,0,,,,,,,,1116,873,708,15.0,165,36.9,1687,14.6,33,143,82,63,165,,71,118,,471,
0400000US16,16,Idaho,,238350,Finish carpentry contractors,,2012,189,18.9,864,11.1,22573,7.9,5272,7.7,3664,1608,707,12.5,691,731,719,687,157,14.9,154,157,158,158,5062,8.2,1081,9.7,17511,9.7,5268,7.1,77665,59705,6.0,15771,3.6,2189,15.0,1709,94,1643,66,89,298,18.5,113535,5.6,111606,5.7,5450,1526,3924,106156,1929,3.6,50981,95835,6.5,35870,9.2,1795,13.5,1910,13.0,73,19.7,77608,5.3,116,28.1,33998,14.4,0,,0,,18228,1132,25.0,411,18949,13.5,2828,1690,1513,10.7,177,4.9,6607,15.0,46,144,40,45,462,1277,138,1133,348,771,2202
0400000US16,16,Idaho,,238390,Other building finishing contractors,,2012,22,66.4,71,20.9,1839,3.2,550,2.7,,,44,0.0,41,45,47,42,27,54.3,74,13,11,12,410,14.5,83,0.0,1429,0.0,450,13.2,,3192,0.9,94,0.0,,,,9,,,0,,,,,6908,2.6,0,0,0,6908,,,,6814,2.6,,,,,,,2,0.0,,,20,73.0,,,0,,0,,2150,0,,0,2150,1.4,147,231,211,0.0,20,0.0,635,7.0,0,,0,0,,13,,,,,
0400000US16,16,Idaho,,238910,Site preparation contractors,,2012,450,14.7,2370,6.3,84820,4.7,17271,4.4,11952,5318,1768,7.1,1396,1828,2083,1765,602,7.4,538,648,647,573,22950,5.5,3123,7.0,61870,5.5,14994,5.2,175128,104077,11.9,41651,12.1,29401,8.0,26235,191,17753,8482,1181,1794,17.4,364098,6.6,345318,6.9,83420,36880,46540,261897,18780,4.9,128341,303667,7.0,188970,5.7,7935,14.5,10719,13.8,95,30.9,149929,11.2,339,16.9,194081,8.8,17,91.1,1307,90.2,256468,13764,12.2,14080,256152,8.2,52814,15243,4797,10.5,10446,5.2,46137,15.3,356,2388,229,206,1771,10140,507,863,2722,4417,22539
0400000US16,16,Idaho,,238990,All other specialty trade contractors,,2012,210,17.5,1538,7.3,46499,4.8,10432,4.7,7317,3115,1187,7.8,949,1365,1378,1054,352,8.6,335,381,366,325,11241,4.1,2277,7.1,35258,5.6,8867,5.1,90717,77154,8.0,5649,11.6,7914,6.3,7036,168,5867,1169,236,474,8.6,215726,6.5,192229,7.2,28298,8946,19352,163931,23497,3.6,47919,186580,7.2,125009,6.3,7991,16.5,8463,16.2,67,23.7,93883,11.1,141,23.6,,,2,0.0,,,85714,4027,15.0,975,88766,6.6,12319,1889,1503,11.0,386,15.2,18581,7.9,210,152,39,71,788,1718,162,1154,632,1622,12033
0400000US17,17,Illinois,,236115,New single-family housing construction (except for-sale builders),,2012,697,12.7,3069,9.9,110075,8.3,18942,8.4,12082,6860,2294,11.8,2120,2456,2357,2245,775,13.4,746,788,779,787,41508,13.0,4174,12.2,68567,9.7,25923,8.1,687269,297235,9.8,381378,10.7,8656,16.4,7067,253,6421,646,210,1125,15.4,928312,8.5,918565,8.3,154071,,,764494,9747,43.2,89319,537187,8.4,241043,9.5,41646,41.7,18368,27.1,112,29.3,,,578,14.2,544440,13.0,8,53.8,,,114566,5676,18.5,2496,117746,8.1,12815,6747,4894,20.0,1853,36.9,45283,15.9,265,939,223,170,4213,2285,1795,3135,7077,3752,21431
0400000US17,17,Illinois,,236116,New multifamily housing construction (except for-sale builders),,2012,68,31.8,844,7.0,65435,3.9,13042,4.0,7138,5903,546,9.0,501,595,551,536,298,7.8,290,299,298,304,26863,3.8,1009,8.8,38571,5.4,14481,4.9,456339,70613,3.0,383936,2.7,1791,2.9,1141,148,,,44,457,4.9,597545,2.5,595925,2.5,,,,,1620,16.4,6290,211989,2.4,141206,2.4,271,22.8,231,20.7,34,61.4,,,34,16.9,,,0,,0,,32840,1655,0.7,568,33928,3.2,2334,8358,,,,,17930,4.2,,247,,309,774,,1997,166,7978,456,4607
0400000US17,17,Illinois,,236117,New housing for-sale builders,,2012,487,13.4,2112,7.9,105837,6.1,18102,6.1,10659,7443,979,12.6,894,924,1246,853,1133,8.0,1058,1167,1154,1151,69400,5.8,2054,14.0,36436,11.3,24015,6.1,838245,351689,9.5,480997,6.5,5559,13.7,3258,442,2747,511,48,1811,9.9,1229988,8.0,1169704,7.8,,0,,,60283,26.7,33938,688707,9.6,391743,12.6,235729,18.3,162145,14.4,158,19.8,584825,12.0,307,17.6,545977,10.6,22,86.5,38902,20.5,364957,51445,29.5,29832,386571,28.0,37846,5178,3799,14.9,1380,32.7,80551,6.3,387,576,232,225,2171,5212,1346,6228,7572,10841,45761
0400000US17,17,Illinois,,236118,Residential remodelers,,2012,4080,5.7,11526,4.0,380226,3.4,71911,3.4,47949,23962,7000,5.0,6508,7366,7433,6694,4526,4.9,4273,4607,4725,4499,177766,3.7,21271,21.4,202460,4.8,83933,3.5,1411035,720619,5.6,650579,7.7,39837,9.6,29863,1376,26719,3143,670,7929,27.0,2275559,4.9,2257115,4.8,97917,,,2159198,18444,41.2,205105,1606535,4.4,864523,4.6,88066,72.7,18818,14.1,516,13.6,447446,11.3,3491,6.3,1702842,5.7,73,46.2,106826,2.9,283515,13510,13.5,4112,292913,5.7,47456,78132,61011,38.8,17121,36.5,183290,6.0,2022,5989,1254,1391,11894,6040,5328,20149,16773,17104,95347
0400000US17,17,Illinois,,236210,Industrial building construction,,2012,126,29.4,2788,5.2,181913,2.9,68299,1.4,19560,48739,2093,3.5,2431,2268,2108,1566,694,13.2,1042,590,594,551,41142,8.2,4563,2.6,140771,2.0,46009,2.5,499439,409337,2.4,88442,24.4,1660,27.7,1299,131,,,13,218,14.6,662625,5.4,656780,5.4,,,,,5845,36.1,14584,568338,3.1,163185,5.6,2849,67.0,2174,50.1,44,55.2,,,80,35.0,,,2,0.0,,,53858,2119,9.8,916,55061,8.6,17054,3049,,,,,18356,14.3,,738,,77,448,,886,506,1070,1084,12069
0400000US17,17,Illinois,,236220,Commercial and institutional building construction,,2012,1121,8.7,15689,2.9,1076665,1.7,283902,1.6,137051,146851,8982,3.9,8086,9321,9602,8921,6707,2.9,6515,6798,6821,6693,550585,2.1,16159,3.9,526080,2.2,249446,1.7,9694138,1961476,3.3,7697258,1.7,35404,5.5,24520,2082,21201,3318,704,8098,4.6,12214527,1.9,12116732,1.9,2568459,269187,2299273,9548272,97795,4.5,382326,4419474,3.0,2520389,3.2,50036,10.4,72350,8.1,289,18.0,2983448,3.2,825,9.9,8302538,2.5,7,0.0,830746,0.0,774986,50347,4.5,29863,795470,3.9,108460,76684,40860,4.4,35824,2.0,397012,2.7,38017,5064,3754,5514,14354,27763,5745,15634,46368,26107,208692
0400000US17,17,Illinois,,237110,Water and sewer line and related structures construction,,2012,349,17.4,4030,6.6,258501,5.6,85320,5.2,42013,43307,3090,7.2,2634,3209,3573,2942,940,8.7,944,953,956,907,61179,5.2,5666,6.4,197322,6.3,46541,5.3,882197,482873,14.1,374629,36.0,24695,10.4,22614,323,12105,10509,832,926,12.4,1631672,16.0,1621674,16.1,1037622,,,584051,9999,5.2,219999,1247045,11.1,749475,9.6,34055,32.6,38742,44.9,111,30.7,529998,14.2,176,21.9,978623,25.6,62,51.7,113052,6.1,415048,33740,18.6,13882,434906,18.4,81856,39710,6137,17.8,33573,34.8,96242,18.6,,,365,424,2605,22915,,2294,10423,12976,41498
0400000US17,17,Illinois,,237120,Oil and gas pipeline and related structures construction,,2012,40,23.9,1999,3.7,126145,2.4,31838,2.0,16493,15345,1253,5.5,1090,1325,1418,1180,745,1.2,672,765,780,764,32842,1.6,2330,6.0,93303,2.9,21107,3.1,131776,76191,1.4,44985,6.7,10600,1.2,9669,36,7951,1718,174,720,2.0,512263,1.6,508738,1.6,2911,0,2911,505828,3525,0.0,4519,463753,1.4,380487,1.5,4834,0.3,5429,0.2,10,4.7,,,27,35.7,,,3,0.0,,,147540,25754,0.0,14420,158874,1.8,23332,15004,,,,,30700,5.1,0,,37,,1109,4463,,279,,1201,21711
0400000US17,17,Illinois,,237130,Power and communication line and related structures construction,,2012,190,21.6,6956,4.9,458310,3.5,156706,3.1,62268,94438,5063,5.3,4985,5133,5294,4839,1893,6.3,1705,2044,2017,1806,132101,4.9,10215,5.9,326209,3.7,93556,3.4,492000,185296,4.5,277243,10.5,29460,7.2,27161,286,22631,4530,758,1256,20.6,1488799,4.5,1488799,4.5,204520,,,1284279,0,,513820,1211555,3.6,996799,3.5,9646,9.8,10950,10.5,42,28.9,869808,4.9,139,28.1,302373,16.9,9,0.0,316617,0.0,310019,28678,5.2,15918,322779,8.1,57671,42930,9820,10.3,33110,5.9,107052,7.1,1782,6609,5760,2048,5939,22018,1613,2170,8108,5954,45050
0400000US17,17,Illinois,,237210,Land subdivision,,2012,59,44.7,299,14.1,13144,10.5,1413,11.9,721,692,189,17.4,175,197,192,194,110,23.1,107,113,109,109,4528,6.1,342,10.7,8617,14.9,3314,6.2,19676,19008,20.9,515,74.5,153,35.4,63,0,63,0,0,89,31.8,62246,20.9,61484,21.1,0,0,0,61484,761,42.5,0,60969,21.2,42570,21.1,557,9.2,557,9.2,0,,0,,53,50.1,,,6,11.6,,,20226,2233,68.4,0,22459,43.5,1570,0,0,,0,,2389,19.4,0,0,0,0,,0,0,0,,0,1743
0400000US17,17,Illinois,,237310,"Highway, street, and bridge construction",,2012,306,11.9,11846,2.9,865541,1.7,322114,2.0,118842,203272,8742,3.4,4795,10858,11620,7694,3104,2.4,2974,3184,3183,3075,295346,1.6,13815,3.2,570195,2.0,132745,1.5,2846671,1539812,3.4,1220317,1.0,86542,2.8,63229,8398,39267,23961,7472,7443,2.2,4631120,2.0,4535675,2.1,3752518,496012,3256506,783156,95446,2.6,760830,3315358,2.6,1784449,2.1,53686,14.5,52199,3.5,131,17.5,2309786,3.4,175,16.3,2225888,2.3,0,,0,,1471635,79445,2.7,65114,1485966,2.1,121478,100494,14938,5.1,85556,3.0,291981,5.0,2807,9784,775,937,5313,39525,3158,1922,25446,16538,185777
0400000US17,17,Illinois,,237990,Other heavy and civil engineering construction,,2012,118,26.0,3418,4.3,232173,2.6,90017,2.0,55614,34403,2281,4.4,1879,2335,2454,2454,1138,4.9,1062,1128,1163,1198,93882,2.8,4470,6.5,138291,3.1,54286,1.7,904457,268538,4.4,551383,1.0,84535,1.9,82736,98,4208,78528,781,921,3.7,1632728,2.1,1632256,2.1,1035574,,,596682,472,0.0,58735,1080873,2.8,728272,2.5,63975,1.5,67366,1.5,72,38.6,,,46,29.7,898475,2.0,1,0.0,,,939662,75113,1.4,19922,994853,2.8,84746,95743,,,,,204474,2.7,,,2535,,,61933,198,2550,,3545,64543
0400000US17,17,Illinois,,238110,Poured concrete foundation and structure contractors,,2012,887,11.3,8181,7.1,335981,5.3,87390,5.4,47015,40374,6940,7.3,5630,7386,7676,7066,1242,10.3,1221,1259,1204,1284,69167,6.7,10911,7.9,266814,5.4,55965,5.6,658586,508561,5.8,121427,4.5,28597,7.9,25153,1132,20107,5046,579,1733,9.8,1333827,5.3,1330452,5.3,261941,46332,215609,1068511,3375,27.5,597237,1209024,5.6,675241,6.0,17539,47.7,24807,59.0,327,17.5,,,559,14.7,695257,7.1,1,0.0,,,385623,17100,11.1,16077,386646,7.7,104874,22420,9345,10.6,13075,9.3,88246,7.9,2139,1029,711,677,5634,11253,1245,5486,7508,12185,40380
0400000US17,17,Illinois,,238120,Structural steel and precast concrete contractors,,2012,92,19.6,1540,8.1,91052,7.3,42458,6.7,17414,25043,1191,8.0,1080,1218,1325,1142,349,17.7,350,348,345,352,22916,12.4,2060,7.3,68137,7.3,19651,6.8,,53922,12.2,28264,11.5,,,3586,,2694,892,72,522,40.9,,,286397,9.2,88604,13775,74830,197792,,,185611,258133,9.4,201014,10.0,692,24.4,958,24.9,14,41.2,,,76,22.5,209411,10.2,2,0.0,,,64164,1222,21.4,,,,6745,9445,1604,19.8,7840,14.9,18104,7.9,,,,,678,721,,,4173,742,7918
0400000US17,17,Illinois,,238130,Framing contractors,,2012,267,20.5,1835,12.1,65076,10.2,13278,10.9,10185,3094,1582,12.6,1316,1590,1756,1665,254,22.5,254,248,251,262,12653,18.2,2247,12.4,52423,10.0,12927,10.5,105330,76500,15.2,23114,27.9,5717,19.2,4687,165,4447,240,108,756,18.4,276264,14.9,253691,13.9,18856,4634,14221,234835,22573,53.3,133773,230577,13.2,170933,15.9,,,1855,52.7,38,38.8,53789,18.9,229,23.0,199902,16.9,0,,0,,69032,6176,42.8,1963,73244,27.7,14375,4003,2270,22.1,1733,34.2,14667,17.4,,613,,157,759,1263,452,521,1950,1730,6804
0400000US17,17,Illinois,,238140,Masonry contractors,,2012,977,11.9,5605,6.3,260574,4.7,97331,4.1,46673,50658,4678,6.8,3503,5214,5508,4487,927,9.4,921,965,858,964,56525,7.2,8011,7.6,204050,5.2,47524,5.5,313163,209509,7.7,91328,11.6,12326,8.5,10587,408,8264,2323,511,820,11.7,816636,5.7,816430,5.7,210712,11963,198749,605718,207,56.2,443557,725102,5.8,503473,5.5,10443,17.3,11923,19.2,135,24.4,320296,5.3,806,13.5,494821,8.8,36,69.0,1313,68.8,172310,5999,12.5,6042,172266,16.0,34571,17462,6615,8.8,10847,6.2,53288,9.6,384,1384,217,552,3318,5368,1280,1283,5373,3258,30871
0400000US17,17,Illinois,,238150,Glass and glazing contractors,,2012,200,22.3,1415,12.0,65959,8.9,23852,8.3,9503,14349,894,11.0,837,903,986,849,521,18.8,490,565,516,513,25848,13.6,1448,12.0,40110,9.3,13985,8.7,146735,117446,11.4,23552,21.3,5737,14.9,3277,202,3144,133,38,2221,24.9,289387,9.7,285360,9.7,76549,13677,62872,208811,4027,52.4,155294,261808,9.7,142652,9.0,6619,17.2,5451,12.4,142,29.5,137683,15.0,56,26.9,,,2,0.0,,,36220,2509,34.7,331,38398,12.9,8009,8205,5623,15.7,2581,14.6,22192,14.2,3706,340,173,98,1159,762,1170,1374,1317,2048,10046
